"Main_business","Product_type","Product_name","Business_range","scrapy_time","code"
"信息安全产品的研发、生产、销售及提供专业安全服务","信息安全行业","安全产品    、第三方产品    、安全服务","货物进出口；技术进出口；代理进出口；开发计算机软硬件；销售自产产品；批发计算机软硬件；提供技术开发、技术咨询、技术服务和计算机软硬件售后服务。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）","2020-02-26 17:38:24","300369"
"以自动化、信息化技术为核心的智慧产业解决方案和产品的研发、生产、销售及运营。","分自动化业务、油气服务业务、智慧产业业务","分自动化业务    、油气服务业务    、智慧产业业务","计算机应用软件开发及服务;技术开发、技术服务、技术咨询、技术转让、技术培训;销售开发后的产品、可编程控制器、机械电器设备、电子计算机及外部设备、通讯设备(含无线数据通信设备)、照相器材、文化办公设备、建筑材料、化工产品(不含危险化学品及一类易制毒化学品)、安全技术防范产品;货物进出口、技术进出口、代理进出口;计算机系统服务;生产环保监测仪器、污染治理设备、计算机及外部设备、通讯设备、油气自动化和环境在线检测仪器仪表、RTU(远程测控单元);燃烧器控制系统制造和维修(限在外埠从事生产活动);电子与智能化工程专业承包壹级(《建筑业企业资质证书》有效期至2020年12月02日);机电工程施工总承包叁级(《建筑业企业资质证书》有效期至2021年09月11日)。","2020-02-26 17:38:26","300370"
"超声热量表、超声水表、超声流量计等产品的开发、生产和销售。","仪器仪表","工业超声热量表    、楼栋超声热量表    、户用超声热量表    、超声水表    、超声流量计","超声水表、超声热量表、超声流量计、工业自动控制系统装置、试验机制造;通信设备制造;电子元器件及电子专用材料制造;阀门制造;软件开发;信息系统集成和物联网技术服务;超声测流技术、节能技术推广服务;检测服务;工业设计服务;运行维护服务;电气设备修理;仪器仪表修理;货物及技术的进出口、机电工程施工总承包(依法须经批准的项目,经相关部门批准后方可开展经营活动)。","2020-02-26 17:38:32","300371"
"分立器件芯片、功率二极管、整流桥等半导体分立器件产品的研发、制造与销售。","半导体器件、半导体芯片、半导体硅片","电力电子器件芯片    、功率二极管    、整流桥    、大功率模块    、DFN/QFN产品    、SGTMOS及碳化硅SBD    、碳化硅JBS","新型电子元器件及其它电子元器件的制造、加工，销售本公司自产产品；分布式光伏发电；从事光伏发电项目的建设及其相关工程咨询服务；光伏电力项目的开发以及光伏产业项目的开发；光伏太阳能组件、太阳能应用工程零部件的销售；太阳能应用系统集成开发；道路普通货物运输；自营和代理各类商品及技术的进出口业务。（国家限定公司经营或禁止进出口的商品及技术除外）（依法须经批准的项目，经相关部门批准后方可开展经营活动）","2020-02-26 17:38:35","300373"
"以无机集料阻燃木塑复合墙板为核心产品的、可循环再利用新型建筑材料的研发、生产、销售及组装。","墙体材料、建筑结构材料、建筑功能材料","户外景观材料    、室外装饰材料    、室内装饰材料    、建筑结构材料    、一体化墙板    、纤维增强水泥挤出成型中空墙板    、无机集料阻燃木塑复合墙板","技术开发、技术转让、技术咨询（中介除外）、技术服务、技术培训；销售机械设备、模具、活动房屋；回收废旧物品；施工总承包；货物进出口（国营贸易管理货物除外）、代理进出口、技术进出口；安装、销售预制装配式住宅部品、木塑制品；生产预制装配式住宅部品；加工木塑制品；普通货运（道路运输经营许可证有效期至2019年01月13日）。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）","2020-02-26 17:38:39","300374"
"汽车用胶管的科研、开发、生产和销售","非轮胎橡胶制品","汽车发动机附件系统软管及总成    、汽车燃油系统软管及总成    、汽车空调系统软管及总成","橡胶制品、塑料制品、汽车配件、电子产品研发、制造、销售；汽车模具设计、制造；质检技术服务；货物及技术进出口；机械设备、厂房租赁业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","2020-02-26 17:38:41","300375"
"为金融机构及其高端客户的资产管理和资产托管业务提供整体信息化建设解决方案的应用软件及增值服务","定制软件开发和销售、服务费、商品销售、供应链业务、保理业务","定制软件开发和销售    、服务费    、商品销售    、供应链业务    、保理业务","计算机软件的技术开发、咨询（不含限制项目）、销售及售后服务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）；计算机系统集成的技术开发；计算机硬件及外部设备的开发及销售；软件业务外包及相关服务；受金融机构委托从事金融业务流程外包、金融信息技术外包、金融知识流程外包、金融信息数据服务；金融信息咨询；房屋租赁。","2020-02-26 17:38:45","300377"
"以ERP软件为核心的企业管理软件的研发、销售、实施及服务。","ERP产品、软件实施服务、二次开发服务、软件维护合约服务","T100    、TOPGP    、E10    、易飞    、BPM    、软件实施服务    、二次开发服务    、软件维护合约服务","研究、开发和生产计算机软件系统，硬件及配套零部件、网络产品、多媒体产品、办公自动化设备、仪器仪表、电器及印刷照排设备；计算机系统集成和计算机应用系统的安装及维修，销售自产产品，并提供相关的技术转让和技术培训；从事上述同类产品的批发、佣金代理（拍卖除外）、进出口及相关技术咨询和配套服务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】。","2020-02-26 17:38:51","300378"
"基础软件之中间件的研发、销售和服务","软件基础设施、创新应用","软件基础设施    、创新应用","技术推广；软件服务；销售计算机、软件及辅助设备。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）","2020-02-26 17:38:52","300379"
"提供信贷风险业务管理咨询、软件开发与服务","信贷风险业务管理咨询、软件开发与服务","信贷管理类系统    、风险管理类系统    、数据仓库和商业    、智能类系统    、互联网服务    、系统集成产品","计算机软件的开发、设计、制作；销售自产产品及提供售后服务，相关技术咨询，技术服务；网络技术的开发与设计。","2020-02-26 17:38:55","300380"
"从事饲用酶制剂产品研发、生产和销售，生物医药产品研发、生产和销售。","生物医药产品、生物酶制剂产品","泼尼松龙    、波尼松    、醋酸泼尼松龙    、波尼松龙磷酸钠    、氢化可的松    、氢化可的松酯化物    、醋酸氢化可的松    、醋酸可的松    、氢化可的松琥珀酸钠    、地塞米松    、醋酸地塞米松    、氟替卡松    、倍他米松    、醋酸倍他米松    、培他米松磷酸钠    、左炔诺孕酮    、孕三烯酮    、孕二烯酮    、去氧孕烯    、米非司酮    、雌酚酮    、炔雌醚    、雌二醇    、雌三醇    、乙炔雌二醇    、有溢多酶8/9/A/C/P/NS/L系列    、麦酶宝系列    、植酸酶迈特系列    、植酸酶溢多麟系列    、植酸酶威特磷系列    、木聚糖酶    、脂肪酶    、葡萄糖氧化酶    、β-甘露聚糖酶    、蛋白酶    、纤维素酶    、淀粉酶    、α-半乳糖苷酶    、果胶酶    、糖化酶    、","生产及销售酶制剂、饲料添加剂、添加剂预混合饲料、兽药散剂。（以上需行政许可的项目，凭许可证经营，法律法规禁止的不得经营）(依法须经批准的项目，经相关部门批准后方可开展经营活动)","2020-02-26 17:38:56","300381"
"高速易拉盖生产设备的研发、设计、生产、装配调试及相关精密模具、零备件的研发、加工制造","专用设备制造、光伏发电及其他","易拉盖高速生产设备及系统改造    、易拉罐高速生产设备及系统改造    、智能检测设备    、易拉盖    、罐高速生产设备零备件    、光伏发电及其他","研发、生产、加工精冲模、冲压系统和农产品、食品包装的新技术、新设备及相关零配件，并提供相关服务；各种生产易拉盖、易拉罐、金属包装的设备、相关辅助设备和精冲模的再制造；销售公司自产产品。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","2020-02-26 17:38:57","300382"
"互联网数据中心服务(IDC及其增值服务、IDC运营管理服务)、互联网宽带接入服务(ISP)以及云计算等互联网综合服务","互联网综合服务","互联网宽带接入服务    、IDC及其增值服务    、IDC运营管理服务    、云计算及相关服务","信息系统集成；三维多媒体集成；承接网络工程、智能大厦弱电系统集成；研发数字网络应用软件；从事计算机信息网络国际联网经营业务；销售通讯设备、计算机、软件及辅助设备；专业承包；经营电信业务。","2020-02-26 17:39:02","300383"
"为锦纶企业提供包括核心技术方案设计、工程设计、主工艺非标设备设计及制造、技术实施、系统集成、运营技术支持和后续服务等在内的整体工程技术解决方案","整体工程技术解决方案","聚酰胺工程技术整体解决方案    、聚酯工程技术服务    、智能制造系统解决方案","纺织化工设备的技术开发、技术转让；纺织化工工程设计、咨询、技术服务、技术培训；销售开发后产品、计算机软硬件及外围设备、电子元器件、机械电器设备、建筑材料、金属材料、通讯设备（除无线电发射设备）、化工设备；信息咨询（除中介服务）。","2020-02-26 17:39:03","300384"
"以身份认证为核心的信息安全产品的研发、生产、销售和服务","信息安全","USBKEY    、加密锁    、动态令牌    、卡类及其他    、软件开发费    、芯片","组装IC卡读写机；开发、生产经国家密码管理机构批准的商用密码产品；销售经国家密码管理局审批并通过指定检测机构产品质量检测的商用密码产品；销售飞天诚信动态口令身份认证系统动态口令（OTP）。第二类增值电信业务中的信息服务业务（不含固定网电话信息服务和互联网信息服务）。（增值电信业务经营许可证有效期至2016年12月09日）；研发、销售智能卡、磁条卡、刮刮卡、电子标签及电子设备；系统软件开发；技术开发；技术转让；技术服务；技术进出口；货物进出口；代理进出口。销售计算机软硬件及辅助设备；设计、制作、代理、发布广告；营销策划服务.","2020-02-26 17:39:08","300386"
"烟气净化业务、灰渣处理业务、危险废弃物焚烧处置业务","钢铁、垃圾焚烧发电、工业废物处理","烟气净化系统设备    、灰渣处理设备    、其他设备    、废物处理","固废、废气、废水处理设备、输送机械、灰渣处理设备、非标金属结构件的研发设计、制造、系统集成、销售、技术开发、技术转让、技术服务;道路普通货物运输;建筑安装服务;自营和代理各类商品及技术的进出口业务(国家限定企业经营或禁止进出口的商品及技术除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)","2020-02-26 17:39:09","300385"
"化肥助剂的研发、生产、销售和服务","化肥助剂、添加设备、化肥产品","防结剂    、多功能包裹剂    、造粒改良剂    、磷矿石浮选剂    、缓释材料    、消泡剂    、沉降剂    、絮凝剂    、蒸发助剂    、阻垢剂","为化肥及其他化工企业提供技术、产品解决方案，进而实现各种表面活性剂应用生产、销售；用于化肥、种子、农药、植物生长、水处理等生物、可降解缓控释材料的研发、生产、销售；以及植物健康营养辅助产品的研发、生产和销售；专用化学品以及生物材料的研究开发、技术转让、技术服务（凭许可证经营）、货物进出口；技术进出口；代理进出口（不含国家禁止或限制的进出口的货物和技术）；助剂添加设备及其智能控制系统的制作、销售；肥料外观的改善；化肥销售。","2020-02-26 17:39:15","300387"
"生活污水处理投资运营业务、环境工程EPC业务、污水处理设备生产销售业务","水环境治理综合服务、工业废水处理综合服务、小城镇环境治理综合服务","水环境治理综合服务    、工业废水处理综合服务    、小城镇环境治理综合服务","环保、节能设施研究、开发；环保节能设备、膜材料及自动化控制系统的开发、生产、销售、咨询服务；环保治理（水环境污染治理、土壤修复、生态工程及生态修复）；环保设施(黑臭水体治理、海绵城市、废气处理及人工湿地)的设计、咨询、技术服务、投资、建设、运营；市政项目投资、建设、运营；市政供、排水管道检测、疏通养护及技术咨询服务；境内外市政、环境工程的勘测、咨询、环境影响评价、设计和监理项目以及上述境外工程所需的设备、材料出口(国家限定公司经营和国家禁止进口的商品和技术除外)（依法须经批准的项目，经相关部门批准后方可开展经营活动）（该公司1997年2月25日登记注册为内资企业，2009年12月14日变更为外商投资企业）","2020-02-26 17:39:19","300388"
"LED应用产品的研发、生产、销售和服务","LED全彩显示屏","小间距屏    、租赁屏    、舞台创意屏    、户外大屏    、球场屏","兴办实业（具体项目另行申报）；LED电子显示屏、LED灯、LED照明产品的研发、销售，计算机软件开发（以上不含禁止、限制项目）；LED灯安装工程（须取得建设主管部门的资质证书，方可经营）；电子设备及自产产品的安装、维护、技术咨询及租赁；节能项目设计、技术咨询与服务；会务服务；货物及技术进出口（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。LED电子显示屏、LED灯、LED照明产品的生产加工；广告发布（法律法规、国务院规定需另行办理广告经营审批的，需取得许可后方可经营）。","2020-02-26 17:39:24","300389"
"内燃机增压器的研发、制造和销售；智能成套装备制造及新能源业务","涡轮增压器、光伏设备、激光设备、环保设备、光伏组件、其他","涡轮增压器    、光伏设备    、激光设备    、环保设备    、光伏组件    、其他","生产、销售：涡轮增压器、内燃机及零部件；涡轮增压器领域的新产品、新技术、新工艺的研究和开发。进出口业务（以上范围涉及资格证书的，按资格证书核准的经营范围执行）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。属机械制造行业下的内燃机零配件行业。","2020-02-26 17:39:25","300391"
"防静电超净技术产品研发、生产和销售","防静电超净技术产品、医疗器械、净化工程、超净清洗","防静电超净技术产品    、医疗器械产品    、净化工程    、超净清洗    、其他电子产品    、其他业务","防静电制品、无尘制品、医用防护制品、液晶显示屏背光模组及部件的研发与制造及相关技术咨询；安全防护用品、劳保用品、纺织品、纺织原料（不含蚕茧、棉花）、液晶显示屏背光模组及部件的销售；自营和代理各类商品和技术的进出口业务（国家限定公司经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","2020-02-26 17:39:29","300390"
"为客户在互联网上提供广告和公关服务，通过分析相关数据，使得广告和公关服务的精准度更高，服务效果更好。","互联网广告服务、互联网公关服务","互联网广告服务    、互联网公关服务","技术开发；技术转让；技术咨询；技术推广；计算机网络技术培训；基础软件服务；应用软件服务；计算机系统服务；电脑图文设计、制作；市场调查；设计、制作、代理、发布广告；承办展览展示活动；组织文化艺术交流活动（不含演出）；经济信息咨询；销售汽车；出租办公用房。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）","2020-02-26 17:39:34","300392"
"太阳能电池背膜的研发、生产与销售","光伏辅材、高效电池、光伏应用系统","太阳透明背膜    、功率增益透明网格背膜    、N-TOPCon双面电池    、BC电池    、N型单晶双面多主栅组件    、轻质柔性高效组件","太阳能材料（塑料软膜）开发、生产、销售；太阳能材料销售；太阳能技术服务、咨询；从事货物及技术进出口业务（依法须经批准的项目，经相关部门批准后方可开展经营活动）。","2020-02-26 17:39:38","300393"
"光通信领域从事光器件的研发、生产和销售。","光通信元器件","陶瓷套管    、光纤适配器    、光收发接口组件    、隔离器    、高密度线缆连接器    、高速率OSA光器件","研发、生产光电通信产品、陶瓷套管等特种陶瓷制品,销售公司自产产品。[外资比例小于25%](依法须经批准的项目,经相关部门批准后方可开展经营活动)","2020-02-26 17:39:40","300394"
"从事新材料产品及装备的技术开发、技术转让、技术咨询、技术服务；石英材料、玻璃材料、特种纤维材料、复合材料及制品的制造与销售","非金属矿物制品业","石英玻璃制品    、石英玻璃材料","新材料产品及装备的技术开发、技术转让、技术咨询、技术服务；石英材料、玻璃材料、特种纤维材料、复合材料及制品制造与销售；自营和代理各类商品及技术的进出口，但国家限定公司或禁止进出口的商品和技术除外（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）；实验室检测、校准、检验、货物查验的技术服务；房屋租赁。","2020-02-26 17:39:41","300395"
"医疗检验仪器及配套试纸试剂的研发、生产与销售。","医疗器械","试剂    、仪器","从事医疗科技领域的技术开发、技术转让、技术咨询及技术服务,生产III类6840临床检验分析仪器、III类6840体外诊断试剂、II类6840临床检验分析仪器、II类6840体外诊断试剂(医疗器械生产许可证到2020年6月22日)、I类6840临床检验分析仪器及I类6840体外诊断试剂;医疗器械的经营(按医疗器械许可证核定范围经营);自产产品的原辅材料及半成品、科研所需原辅材料、机械设备、仪器仪表的销售,软件开发、销售,生产经营产品的售后服务及租赁业务(依法须经批准的项目,经相关部门批准后方可开展经营活动)。","2020-02-26 17:39:46","300396"
"以连续波雷达技术和光电探测技术为核心的侦察、指挥、控制系统的研发、生产、销售及技术贸易。","军工装备、智能安防、综合电子、航管装备、通信电子、智能海防","近程防空装备    、战场环境和军民融合大数据    、训保管装备    、军用海洋防务装备    、智能巡飞打击系统    、水下探测系统    、立体海防系统    、核心研发地面侦察监视雷达    、光电探测设备    、侦察指挥车    、智慧哨兵    、太赫兹安检设备    、反无人机系统    、综合电子    、基本型/增强型/应急型飞行服务站    、移动塔台指挥车    、机场场面监视雷达    、5G通信电子器件与部件    、基于太赫兹技术的芯片    、军用铁氧体以及软件信息化系统    、水下无人自主航行器（AUV）系列产品    、投弃式温深探测系统（XBT）    、主被动声呐","军民两用电子信息系统整机及配套设备、光电子产品、海洋电子信息系统及传感器、电子系统工程、计算机相关软件、硬件产品的开发、生产、销售、系统集成、信息化网络工程建设及技术服务业务；高新技术项目投资（不得以公开方式募集资金，仅限以自有资产投资）；技术贸易、技术转让；货物和技术的进出口经营（国家限制或禁止进出口的货物和技术除外）；电子与智能化工程、城市道路照明工程、电子与智能化工程设计、城市道路照明工程设计；房屋租赁业务；物业管理。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","2020-02-26 17:39:49","300397"
"高科技领域适用的紫外固化材料等新材料的研究、生产和销售。","电子化学材料、紫外固化材料","屏幕显示材料    、半导体材料    、紫外固化材料","高性能涂料研发与中试，自研技术的转让；集成电路制造封装焊接材料的研发与中试、加工、销售；光电材料的研发与中试、加工、销售；电子零件用及各种相关用途的环氧塑封成型材料的销售，化学品（危险品限许可证规定范围）、电子元器件的批发、进出口、佣金代理（拍卖除外），并提供技术咨询、售后服务等相关的配套服务。（不涉及国营贸易管理商品，涉及危险化学品、配额、许可证管理、专项规定、质检、安检管理等要求的，需按照国家有关规定取得相应许可后开展经营业务）。【依法须经批准的项目，经相关部门批准后方可开展经营活动】","2020-02-26 17:39:52","300398"
"电子整机装联设备的研发、生产和销售","智能化专用生产设备","电子焊接类设备    、智能机器视觉检测设备    、摄像头模组生产设备    、生物识别模组生产设备    、显示屏模组封装设备    、3D玻璃设备","一般经营项目：电子产品生产专用设备、光电平板显示产品（LCD/TP/OLED等）生产专用设备、电子半导体专用设备、航空专用制造设备、复合材料特种设备、智能机器视觉检测设备等工业自动化设备及辅助设备的研发、设计、销售、租赁、技术服务；物业租赁；国内贸易（不含专营、专卖、专控商品）；经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。
许可经营项目：电子产品生产专用设备、光电平板显示产品（LCD/TP/OLED等）生产专用设备、电子半导体专用设备、航空专用制造设备、复合材料特种设备、智能机器视觉检测设备等工业自动化设备及辅助设备的生产、维修及加工。","2020-02-26 17:39:53","300400"
"提供行业移动信息服务和个人移动信息服务。","移动信息服务、保险产品服务","移动信息服务    、保险产品服务","许可经营项目：因特网信息服务业务（除新闻、出版、教育、医疗保舰药品、医疗器械以外的内容）；第二类增值电信业务中的信息服务业务（不含固定网电话信息服务和互联网信息服务）（增值电信业务经营许可证有效期至2016年12月09日）。技术开发、咨询、服务、转让；计算机技术培训；销售计算机软件及辅助设备；维修计算机。","2020-02-26 17:39:54","300399"
"维生素D3上下游系列产品的研发、生产和销售。","胆固醇、维生素D3、25-羟基维生素D3","胆固醇    、维生素D3    、25-羟基维生素D3","食品添加剂的生产和销售，饲料添加剂的生产。医药中间体、化工产品（不含危险品和国家专项规定产品）及工业副产品氯化钙、氯化钾、氯化锌水溶液、甲酸水溶液、氨水的生产、销售，饲料添加剂的销售。胆钙化醇原药、胆钙化醇饵粒的生产与销售。经营进出口业务（范围详见《中华人民共和国进出口企业资格证书》）。","2020-02-26 17:40:00","300401"
"钛、镍、锆、钽、铜等有色金属及其合金、高级不锈钢和金属复合材料等特种材料非标设备的研发、设计、制造、安装,以及有色金属焊接压力管道、管件的制造和安装。","压力容器、管道、管件、钛制品","压力容器    、管道    、管件    、钛制品","钛、镍、锆、钽、有色金属、钢、不锈钢及其复合材料装备、标准件、管道及其制品的设计、研发、制造、安装、维修、销售、技术咨询；金属腐蚀试验检测；经济信息咨询服务；自营和代理各类商品和技术的进出口（但国家限定公司经营和禁止进出口商品和技术除外）。","2020-02-26 17:40:04","300402"
"高效节能家用电器排水泵、终端电器板块、工业机器人板块、新能源汽车核心部件板块的研发、生产和销售","排水泵","通用排水泵    、专用排水泵    、冷凝泵    、洗涤循环泵","家用电器及配件、电子元件、五金制品、塑料制品、模具、机械配件的生产加工及销售；医疗器械的研发、生产、批发及专门零售；新能源汽车研究及试验、新能源汽车及其配套产品、发电机销售；充电桩销售及技术服务；工业机器人、节能设备和贮能设备的研发、生产和销售；软件开发、信息技术服务和信息咨询服务；道路货物运输、仓储及配送服务（不含危险化学品）；机械设备租赁；房地产开发及物业管理；住宿和餐饮服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","2020-02-26 17:40:10","300403"
"为医药企业和其他新药研发机构的新药研发提供临床前研究服务、临床研究服务、技术成果转化服务以及与新药研发有关的其他咨询服务等,协助客户快速、高效地完成新药研发的各个阶段。","临床研究服务、临床前研究服务、技术成果转化服务、其他咨询服务、临床前自主研发","临床研究服务    、临床前研究服务    、技术成果转化服务    、其他咨询服务    、临床前自主研发","药品研发；医学研究和试验发展；生物技术推广服务；生物技术开发服务；信息技术咨询服务；科技信息咨询服务；科技项目评估服务；生物技术咨询、交流服务；生物技术转让服务；科技中介服务；科技成果鉴定服务；技术进出口；专利服务；商标代理等服务；化学试剂和助剂制造（监控化学品、危险化学品除外）；药物检测仪器制造；非许可类医疗器械经营；化学试剂和助剂销售（监控化学品、危险化学品除外）；商品批发贸易（许可审批类商品除外）；医疗用品及器材零售（不含药品及医疗器械）；商品零售贸易（许可审批类商品除外）；医疗设备租赁服务；机械设备租赁；房屋租赁；办公设备租赁服务；场地租赁（不含仓储）。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）","2020-02-26 17:40:15","300404"
"以环氧乙烷为主要原料的精细化工新材料系列产品研发、生产与销售","聚醚单体、聚羧酸系减水剂、太阳能晶硅切割液、硅切割液、脱硝催化剂","聚羧酸高性能减水剂浓缩液（SPF-100系列）    、聚羧酸减水剂浓缩液（SPC-100系列)    、聚羧酸系高性能减水剂浓缩液（4700系列）    、聚羧酸专用保坍剂浓缩液（SPS-100系列）    、SPF-101系列聚羧酸高效泵送剂    、SPC-101系列聚羧酸高效泵送剂    、粉体减水剂    、SIKL-II    、SIKL-III    、EPH，PPH    、KLP，JFC    、SCR蜂窝脱硝催化剂    、烟气涂层催化剂    、内燃机尾气净化处理系统","经营（无储存）环氧乙烷、1,2环氧丙烷、1,6-己二胺；经营本企业及所属企业生产科研所需的原辅材料、机械设备、仪器仪表及相关技术进出口业务；危险货物运输（2类1项、3类，剧毒化学品除外)；技术咨询服务；企业管理服务；设备房屋租赁；贸易经纪与代理；建材助剂、SCR脱硝催化剂、化工产品、表面活性剂制造及销售；销售建筑材料（依法需经批准的项目，经相关部门批准后方可开展经营活动）。","2020-02-26 17:40:19","300405"
"主要从事体外诊断试剂的研发、生产和销售,并辅以销售生化分析仪器。","生物医药","体外检测试剂    、体外检测仪器    、仪器租赁","许可经营项目:生产III类:体外诊断试剂、电子设备;批发III类:临床检验分析仪器、体外诊断试剂。一般经营项目:研究、开发医疗器械、体外诊断试剂、电子设备;销售自产产品;批发电子设备;佣金代理(拍卖除外);货物进出口(不涉及国营贸易管理商品。涉及配额、许可证管理商品的,按国家有关规定办理申请);技术咨询、技术服务、技术培训、技术转让。","2020-02-26 17:40:20","300406"
"电子陶瓷类电子元件及其基础材料的生产和销售","通信部件、半导体部件、电子元件材料、电子元件、压缩机部件","通信部件    、半导体部件    、电子元件材料    、电子元件    、压缩机部件","研究、开发、生产、销售各类型电子元器件；光电子器件及其他电子器件；特种陶瓷制品；电子工业专用设备；电子材料；家用电器；高新技术转让、咨询服务。货物进出口，技术进出口（法律、行政法规禁止的除外；法律、行政法规限制的项目须取得许可后经营）","2020-02-26 17:40:21","300408"
"提供铁路、城市轨道交通等领域自动化控制产品系统","供电及自动化系统、轨道交通监控及安防系统、接触网工程、信号工程","铁路供电自动化系统    、城市轨道交通自动化系统    、轨道交通供电检测装备    、直流开关柜系统    、轨道交通机车车辆控制系统    、RPS轨道交通供电系统业务    、RPS轨道交通接触网业务","铁路、城市轨道交通及电力系统自动化产品、综合监控系统、工业自动化系统、机车车辆辅助控制系统、监测及诊断系统、直流开关柜及配件、接触网系统及零部件、软件产品的研发、制造、销售、工程安装和服务；计算机及机电一体化系统集成；技术咨询服务；进出口业务；安全技术防范系统工程设计、施工；自有房屋租赁；物业服务；汽车及配件销售（不含小轿车）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","2020-02-26 17:40:22","300407"
"为建筑陶瓷企业提供新型釉面材料、产品设计开发与综合技术服务，为陶瓷釉面砖产品创新提供整体解决方案。","无机非金属材料","陶瓷墨水    、全抛印刷釉    、基础釉    、钴盐    、导电剂    、三元前驱体","无机非金属材料、高分子材料、陶瓷色釉料及原辅料、陶瓷添加剂、陶瓷机电产品的研发、生产、加工、销售及有关技术服务；经营自有产品和技术的进出口业务。（国家禁止和限制及法律行政法规规定需前置审批的项目除外）(依法须经批准的项目，经相关部门批准后方可开展经营活动)。","2020-02-26 17:40:28","300409"
"从事PCB精密加工检测设备、PCB精密加工辅助材料、X光自动化检测系列设备等业务","液晶模组自动化、智能制造集成、高端新材料、PCB检测自动化、锂电检测自动化","液晶模组自动化    、智能制造集成    、高端新材料    、PCB检测自动化    、锂电检测自动化","研发、生产、加工、销售：机器人、电子仪器设备及其软件、电子材料；生产线装备系统集成；设备租赁；货物的进出口业务；物业租赁；物业管理。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）","2020-02-26 17:40:32","300410"
"从事风机、消声器、风阀等通风设备及通风系统的研发、生产和销售","通风系统、电力设备制造、建筑安装","通风与空气处理系统设备    、伪装遮障    、伪装涂料及数码迷彩涂装工程服务    、红外成像仪    、紫外成像仪    、气体成像仪    、机电设备安装工程    、公路交通工程    、房屋建筑工程    、电力设备运行    、维护    、保养以及消防设备    、通风制冷设备等辅助设备的销售","一般经营项目：风机、风冷、水冷、空调设备、消声器、组合风阀及其他风阀的研究、开发、制造、加工、销售，通风空调工程的安装，机电设备销售，锅炉、工业炉窑的附属节能环保成套设备的研究、设计、销售、安装、风能、生物能、废弃物再利用的新能源技术的开发，进出口贸易业务","2020-02-26 17:40:33","300411"
"固体制剂设备的研发、生产和销售","制药装备、仓储物流","粉体工艺设备系列    、固体制剂设备系列    、中药提取设备系列    、流体工艺设备系列    、智能仓储物流系统","制药设备研发、生产、销售、安装、维修、技术咨询、技术服务，机械设备、仪器仪表、集成电路、普通管道及配件的研发、销售、安装、维修、技术咨询、技术服务，自动化控制系统、信息系统的研发、安装、技术咨询、技术服务，新能源的技术研发、技术咨询与服务及相关产品的销售、安装、运行维护，光伏发电，售电服务（凭许可证经营），药物的研究开发，软件开发、技术咨询、技术服务，货物进出口、技术进出口（法律、法规禁止的不得经营，应经审批的未获审批前不得经营）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","2020-02-26 17:40:38","300412"
