股票代码,产品类型
300635,项目管理服务
300634,软件产品开发与销售
300634,技术服务业务
300634,系统集成业务
300636,神经系统用药(抗癫痫药)
300636,消化系统用药(抗溃疡病药)
300636,解热镇痛及非甾体抗炎镇痛药
300636,循环系统用药(抗高血压药)
300636,治疗精神障碍药(抗抑郁药)
300637,光引发剂
300637,巯基化合物及其衍生物
300638,通讯模块
300639,传染病检测
300639,遗传病检测
300639,分子诊断仪器
300640,创意家居用品
300641,偏苯三酸酐
300641,偏苯三酸三辛酯
300641,高沸点芳烃溶剂
300641,乙烯基甲苯
300642,体外诊断试剂
300642,体外诊断仪器
300642,服务
300643,轮胎气门嘴
300643,TPMS
300643,工具及配件
300644,高性能改性尼龙材料
300644,高性能工程化聚丙烯材料
300644,高性能塑料合金材料
300644,塑木环境建筑工程材料
300647,LED照明灯具
300647,LED照明散热组件
300647,消费电子散热配件
300647,LED合同能源管理
300645,智慧一卡通系统建设
300645,智慧一卡通增值服务与运营
300645,智能管控
300649,园林设计
300649,工程总承包
300648,锂电池保护板检测系统
300648,锂电池成品检测系统
300648,锂电池组BMS检测系统
300648,锂电池组充放电检测系统
300648,锂电池组工况模拟检测系统
300648,锂电池模组/锂电池组（PACK）自动化组装系统
300648,动力电池模组/电池组EOL检测系统
300650,照明器具
300650,LED显示屏
300650,光电标识
300651,球类器材
300651,田径器材
300651,其他体育器材
300651,场馆设施
300651,赛事服务
300652,轴承类产品
300653,软组织修复材料
300653,硬组织修复材料
300654,图书发行
300654,策划服务
300654,教育信息化业务
300655,微电子化学品
300656,信息识别产品
300656,物流自动化产品
300656,半导体产品
300657,FPC
300657,硬板
300657,软硬结合板
300657,背光板
300658,3D打孔无纺布
300658,PE打孔膜
300659,信息安全保密产品
300659,商用密码产品
300659,信息安全服务
300660,空调电机及组件
300660,洗衣机电机及组件
300660,冰箱电机及组件
300660,汽车零部件
300661,集成电路
300662,中高端人才访寻
300662,招聘流程外包
300662,灵活用工
300663,电子银行类
300663,互联网金融类
300663,网银安全类
300663,银行核心业务类
300664,投资及运营业务
300664,工程承包业务
300664,设备产销业务
300664,设计与其他业务
300665,防腐涂料
300665,防水涂料
300665,地坪涂料
300665,防水卷材
300665,涂料涂装一体化
300665,涂装施工
300666,钽靶
300666,铝靶
300666,钛靶
300666,LCD 用碳纤维支撑
300666,其他
300667,监测方案
300667,检测方案
300667,MEMS产品
300668,建筑室内设计全流程服务
300669,电梯安全部件
300671,电源管理
300671,LED控制及驱动
300671,MOSFET
300671,MCU
300671,非易失性存储器
300671,RFID
300671,射频前端
300670,配电自动化终端
300670,智能中压开关设备
300670,变电站自动化系统
300670,低压电气成套设备
300673,宠物食品
300672,广播电视系列芯片
300672,智能监控系列芯片
300672,高性能存储系列芯片
300674,定制化软件开发
300674,人员外包及运维
300674,自有软硬件产品
300674,系统集成销售及服务
300675,城市规划
300675,公信服务
300675,建筑设计
300675,建筑咨询
300675,其他
300676,生育健康基础研究和临床应用服务
300676,肿瘤防控及转化医学类服务
300676,多组学大数据服务与合成业务
300677,一次性手套
300677,轮椅
300677,冷热敷
300677,电极片
300679,射频连接器及线缆连接器
300679,电磁兼容件
300679,其他电子元件
300678,数字会议系统
300678,解决方案
300680,汽车零部件
300680,精密机加工产品
300681,电机控制器
300681,车载充电机
300681,DC-DC转换器
300681,电子油门踏板
300681,电量表
300681,电机
300681,驱动总成
300681,电源总成
300683,注射用鼠神经生长因子金路捷
300682,定制软件开发
300682,维护服务
300682,第三方软硬件
300685,肿瘤精准医疗靶向用药分子诊断试剂
300685,肿瘤化疗用药分子诊断试剂
300684,导热材料
300684,EMI屏蔽材料
300684,电源滤波器
300686,功能性电子器件
300686,结构性电子器件
300687,泛ERP
300687,智能制造
300687,软件维护服务
300687,软硬件销售
300689,智能卡制造
300688,培训辅导服务
300688,营销服务
300690,风力发电机舱罩
300690,大型非金属模具
300690,工程及农用机械设备覆盖件
300690,车辆碳纤维复合材料制品
300691,安防类
300691,非安防类
300692,污水处理业务
300692,环境工程业务
300694,压气机壳
300694,涡轮壳
300695,汽车轮毂轴承单元
300696,飞机零部件
300696,地面设备
300698,ODN产品
300698,光器件
300698,无线
300698,机柜产品
300698,医疗信息化产品
300697,铁路接触网系列产品
300697,铜母线系列产品
300700,电镀金刚石线
300699,碳纤维及织物
300699,碳梁
300699,预浸料
300699,制品
300702,抗高血压药物原料药及中间体
300702,抗哮喘药物原料药及中间体
300702,抗病毒药物中间体
300703,手工益智类
300703,时尚文具类
300703,社交情感类
300701,光电传感器
300705,原料药
300705,化药制剂
300705,中药制剂
300705,植物提取物
300705,药用辅料
300707,汽车冲压模具
300707,汽车冲压件
300706,溅射靶材
300706,蒸镀材料
300708,半导体光电
300710,有线电视光纤传输设备
300710,有线电视电缆传输设备
300710,前端系统
300710,数据通信系统
300710,智能化监控设备
300710,电信增值服务
300709,智能手机
300709,可穿戴设备
300709,加工服务
300711,数字指挥调度系统
300711,多媒体指挥调度系统
300712,电力工程规划咨询业务
300712,发电工程勘察设计
300712,输变电工程勘察设计
300712,EPC工程总承包业务
300715,新型建筑防水材料
300716,EVA环保改性材料及制品
300716,TPR环保改性材料及制品
300716,改性再生工程塑料
300716,贸易业务
300716,针织材料及制品
300717,PVC
300717,PETG
300717,ABS
300717,PHA
300717,生物基材料
300713,电动汽车充电电源
300713,电力操作电源
300718,金属塑料聚合物自润滑卷制轴承
300718,双金属边界润滑卷制轴承
300718,金属基自润滑轴承
300718,铜基边界润滑卷制轴承
300718,其他自润滑轴承
300719,航空设备制造及服务
300720,自动衡器
300721,醇醚系列产品
300721,醇醚酯系列产品
300721,汽车制动液
300722,火工元件
300722,火工装置
300722,人影燃爆器材
300722,人影作业软硬件设备
300723,儿童药
300723,特色慢性病药
300725,芳香杂环类药物分子砌块
300725,常见饱和脂环类药物分子砌块
300725,四元环类药物分子砌块
300725,特殊饱和环类药物分子砌块
300724,PECVD
300724,扩散炉
300724,制绒
300724,清洗
300724,刻蚀
300724,自动化等六大类光伏设备及MOCVD
300726,电子元器件
300729,人体工学大屏支架
300729,人体工学工作站系列
300729,其他自产产品
300729,外购产品
300727,有机硅深加工产品
300727,纺织印染助剂
300731,高性能特种橡胶密封材料
300730,智慧政务
300730,智慧企业
300732,勘察设计
300732,规划咨询
300732,工程测绘
300732,试验检测
300732,工程管理
300732,监理服务
300733,汽车发动机零配件
300735,EMS制造
300736,手机维修
300736,商品销售
300736,增值服务及其他
300736,电子商务
300738,IDC服务
300738,其他互联网综合服务
300737,新型建筑防水材料
300737,防水工程施工
300740,面膜
300740,水乳膏霜
300739,印制电路板
300741,食用香精
300741,日用香精
300741,食品配料
300742,纯电动汽车动力总成系统
300743,热转印打印
300743,热转印碳带
300745,车载DC/DC变换器
300745,车载充电机
300745,车载电源集成产品
300746,建筑设计
300746,装饰景观市政设计
300746,EPC总承包
300747,脉冲光纤激光器
300747,连续光纤激光器
300747,技术开发服务
300748,钕铁硼磁钢
300750,动力电池系统
300750,储能系统
300750,锂电池材料
300749,定制衣柜及配套家具
300749,精品五金
300749,智能五金
300749,定制生态门
300751,太阳能电池丝网印刷生产线成套设备
300751,单机
300752,背光显示模组
300755,白酒
300755,黄酒
300755,葡萄酒
300753,微电脑注药泵
300753,一次性注药泵
300753,无线镇痛管理系统
300753,脉搏血氧仪及传感器
300753,鼻腔护理喷雾器
300756,游乐设施
300757,生产过程智能化设备
300757,智能制造执行系统
300758,苯并咪唑酮系列
300758,大分子系列
300758,偶氮染料系列
300758,溶剂染料系列
300758,异吲哚啉系列
300758,中间体
300759,药物研究服务
300759,药物开发服务
300759,药物生产服务(CRMO)
300761,黄羽鸡
300761,生猪
300761,肉鹅
300760,生命信息与支持类产品
300760,体外诊断类产品
300760,医学影像类产品
300762,军用宽带移动通信业务
300762,铁路
300762,城市轨道交通专网宽带移动通信产品
300763,组串式逆变器
300765,功能饮料食品添加剂
300765,保健食品
300765,功能饮料
300766,移动应用开发者服务
300766,移动互联网营销服务
300766,数据服务
300767,建筑隔震橡胶支座
300767,弹性滑板支座
300767,消能阻尼器
300767,公路桥梁支座
300767,隔震技术服务
300768,网络安全产品
300768,应用交付产品
300768,基础网络产品
300768,服务类业务
300769,磷酸铁锂
300769,碳纳米管
300769,碳纳米管导电液
300770,省外专网视听节目综合服务
300770,IPTV
300770,互联网电视
300770,有线电视网络
300770,手机视频业务
300771,智能快件箱
300771,自动寄存柜
300772,风力发电机组
300773,商户收单服务
300773,个人支付业务
300773,积分购业务
300776,太阳能电池激光加工设备
300776,配件
300776,维修
300776,技术服务
300775,航空领域的锻件产品
300777,碳纤维
300778,城乡规划类
300778,工程设计类
300778,工程咨询类业务
300779,危险废物处理处置服务
300779,资源化综合利用产品
300781,品牌管理
300781,数字营销
300781,公关传播
300781,媒介代理
300780,皮带轮
300780,锥套
300780,同步带轮
300780,胀套
300780,链轮
300780,减速器
300780,齿轮箱
300780,联轴器
300780,法兰
300780,工业皮带
300780,聚氨酯同步带
300783,坚果系列产品
300783,干果系列产品
300783,果干系列产品
300783,花茶系列产品
300783,零食系列产品
300783,礼盒等其他产品
300782,射频前端产品
300782,IP授权
300786,大型臭氧发生器
300785,信息推广服务
300785,海淘代购平台服务
300785,互联网效果营销平台服务
300788,图书出版
300788,数字出版
300788,书店零售
300788,文化增值服务
300787,消费电子连接线束类产品
300787,信号适配器产品
300787,消费电子产品
300789,牵引供电检测监测系统
300789,工务工程检测监测系统
300789,信息化管理系统
300790,安防镜头
300790,车载镜头
300790,机器视觉镜头
300790,头盔显示目镜
300792,品牌线上服务
300792,线上分销
300792,内容服务
300791,软胶囊
300791,片剂
300791,粉剂
300791,软糖
300791,硬胶囊
300791,口服液
300795,会议及展览服务
300793,耳机
300793,音频线
300793,音箱
300793,耳机部品
300796,农药医药中间体
300796,农药原药
300796,农药制剂
300797,第三方检测服务
300797,检测分析仪器
300797,标准物质/标准样品
300797,能力验证服务
300797,腐蚀防护工程与产品
300799,产品销售
300799,受托研发
300799,其他业务
300798,染色用活性染料和印花用活性染料
300800,水质监测系统
300800,空气/烟气监测系统
300800,环境监测信息管理系统
300800,运营服务
300802,机器视觉设备
300802,控制线缆组件
300802,控制单元及设备
300801,水处理药剂
300805,互动展示
300805,零售终端管理
300805,品牌传播
300805,商品销售
300803,证券金融信息服务类工具型软件
300803,证券投资咨询服务
300808,LED移动照明
300808,LED家居照明
300806,功能性薄膜材料
300806,电子级胶粘材料
300806,热管理复合材料
300806,薄膜包装材料
430142,电力电子散热器
430142,自动化设备及医疗设备精密部件
430142,汽车轻量化部件
430198,视频监控平台软件及解决方案
430223,图书材料
430223,玩教具装备及相关的培训服务
430372,偏苯三酸酐
430372,均苯三甲酸
430372,环氧树脂
430229,网络游戏
430447,电绝缘材料
430447,电绝缘成型件
430515,证券期货分析软件
430515,金融信息服务
430515,证券投资咨询服务
430532,厨房小家电产品
430539,强化复合地板
430539,实木复合地板
430539,实木地板
430539,多层板
600000,金融业务
600000,零售银行业务
600000,金融市场与金融机构业务
600004,航空运输
600006,汽车制造
600007,物业租赁及管理
600007,酒店经营
600008,京通快速路通行费
600008,饭店经营
600008,采暖运营
600008,污水处理
600008,自来水生产销售
600008,环保建设
600008,土地开发
600008,垃圾处理
600009,航空及相关服务
600010,冶金
600011,电力及热力
600011,港口服务
600011,运输服务
600015,贷款
600015,拆放同业
600015,存放中央银行款项
600015,存放同业
600015,债券投资
600012,收费公路
600012,典当
600017,装卸劳务
600017,堆存劳务
600017,港务管理
600018,提供港口及相关服务
600016,公司及个人银行业务
600016,资金业务
600016,融资租赁业务
600016,基金及资产管理业务
600016,投资银行业务
600016,其他相关金融服务
600019,冷轧碳钢板卷
600019,热轧碳钢板卷
600019,钢管产品
600019,长材产品
600021,电力
600021,热力
600021,维护检修服务
600021,技术服务
600021,运输服务
600021,销售燃料
600021,销售电力相关设备
600021,工程项目
600020,交通运输业
600020,房地产业
600020,成品油销售
600020,技术服务
600022,钢铁行业
600023,电力
600023,蒸汽
600026,内贸原油
600026,内贸成品油
600026,内贸油品船舶租赁
600026,外贸原油
600026,外贸成品油
600026,外贸油品船舶租赁
600025,电力行业
600027,电力
600027,热力
600027,售煤
600029,运输
600030,经纪业务
600030,资产管理
600030,证券投资
600030,证券承销
600033,高速公路收费
600031,工程机械
600035,路桥运营业务
600035,智能制造业务
600036,银行产品和服务
600036,资金业务
600038,航空产品
600038,零部件
600037,有线广播电视网络运营
600037,器材销售
600048,房地产
600039,工程施工
600039,水力发电
600039,PPP及BOT融资
600039,城镇化建设及其他
600039,贸易销售
600050,电信服务
600051,电力
600051,热力生产和供应业务
600051,房地产业务
600051,批发业务
600053,私募股权投资管理
600053,房地产
600052,房地产销售
600052,影视业
600054,酒店业务
600054,索道业务及缆车业务
600054,园林开发业务
600054,旅游服务业务
600054,商品房销售
600055,医疗器械
600055,医学影像服务
600057,大宗商品供应链服务
600057,农产品物流服务
600057,铁路物流服务
600058,钢筋
600058,铁矿石
600059,黄酒
600059,玻璃制品
600060,电视机
600062,复方利血平氨苯蝶啶
600062,苯磺酸氨氯地平片
600062,缬沙坦胶囊
600062,厄贝沙坦分散片
600062,硝苯地平缓释片
600062,匹伐他汀钙片
600062,格列喹酮片
600062,胞磷胆碱钠片
600062,注射用牛肺表面活性剂
600062,丙戊酸镁缓释片
600062,软袋
600062,内封式聚丙烯输液袋
600061,证券行业
600064,房地产开发销售
600064,市政基础设施承建
600064,土地成片开发转让
600064,园区管理及服务
600064,药品销售
600063,化工
600063,化纤
600063,新材料
600063,建材
600067,房地产业务
600067,漆包线业务
600067,新能源业务
600066,客车销售
600068,建筑
600068,环保
600068,房地产
600068,水泥
600068,民爆
600068,公路
600068,水务
600068,装备制造
600069,包装纸
600069,生活用纸
600069,特种纸
600070,纺织印染
600070,无缝钢管
600071,光学产品
600071,锂电池
600071,光学仪器
600072,工程设计
600072,勘察
600072,咨询和监理
600072,工程总承包
600072,土地整理服务
600072,船舶配件
600073,罐头食品
600073,奶糖
600073,调味品
600073,蜂蜜
600073,生鲜肉类
600073,肉制品
600073,饮用水
600076,新型木质复合材料
600076,林业产品
600075,工业
600075,商业
600075,房地产
600075,运输
600075,建筑安装
600077,房地产业务
600079,药品
600079,医疗器械
600078,磷酸
600078,磷酸盐
600078,黄磷
600081,汽车零部件
600081,汽配及整车
600081,摩托车零部件
600082,商品房销售
600082,房产租赁
600082,商品批发
600080,医药产品
600084,高档酒
600084,中低档酒
600084,原酒
600084,电商类
600083,建筑工程施工
600083,智能硬件
600085,医药工业
600085,医药商业
600086,珠宝玉石饰品
600086,黄金金条及饰品
600086,网络金融服务
600088,影视业务
600088,广告业务
600088,旅游业务
600089,变压器及电抗器
600089,电线电缆
600089,国际成套工程承包
600089,多晶硅
600089,太阳能及风能系统工程
600089,煤炭产品
600090,医药批发
600090,医药零售
600091,化工原料及化学制品
600093,供应链管理业务
600093,商业保理业务
600093,信息服务业务
600094,房地产
600094,物业租赁
600094,新能源汽车
600095,房地产
600095,物业管理
600095,防水卷材
600095,大豆深加工
600095,贸易
600097,海洋捕捞
600097,食品加工
600097,渔货贸易
600097,海上运输
600096,化肥
600096,磷矿采选
600096,工程材料
600096,商贸物流
600096,煤炭采掘
600099,摩托车
600099,特种车
600099,动力机械
600099,园林机械
600098,电力业务
600098,能源物流业务
600098,天然气业务
600098,新能源业务
600101,电力
600101,自来水
600101,施工劳务
600104,汽车制造
600104,金融
600103,浆
600103,纸
600103,纸制品加工
600103,医药
600103,光电子
600103,营林
600103,商贸
600103,机电维修安装
600105,制造业
600105,工程
600106,过桥项目
600106,BOT项目
600106,工程管理
600108,啤酒花
600108,优质牧草
600108,马铃薯
600108,果品
600108,食葵
600108,辣椒
600108,香辛料
600107,服装
600107,酒店
600107,职工集资房
600110,电线电缆及附件
600110,铜箔产品
600110,贸易产品
600110,石油产品
600110,电池材料
600110,融资租赁
600109,证券经纪
600109,投资银行
600109,证券投资
600109,资产管理
600111,稀土原料
600111,稀土功能材料
600111,稀土应用产品
600112,高压产品
600112,中压产品
600112,成套产品
600112,电解铜
600112,中介业务
600113,商品销售
600113,房地产销售
600113,租赁
600113,批发交易市场
600113,运输
600114,粉末冶金制品
600114,软磁材料
600116,电力
600116,勘察设计安装
600116,节水安装销售
600116,蒸汽销售
600115,客运服务
600115,货运服务
600115,旅游服务
600115,地面服务
600118,宇航制造
600118,卫星应用
600119,供应链管理
600119,物流业
600119,产品销售
600119,工程结算
600121,煤炭
600121,电力
600121,物资流通
600121,铁路运输
600120,金融业务
600120,商贸业务
600123,无烟煤
600123,焦煤
600123,动力煤
600122,电子商贸
600122,工业制造
600122,房地产
600122,金融服务
600122,艺术品拍卖
600125,铁路特种集装箱业务
600125,铁路货运及临港物流业务
600125,委托加工贸易业务
600125,铁路客运业务
600125,房地产业务
600126,黑色金属冶炼及压延加工
600126,环保
600126,商品贸易
600127,粮油食品
600127,农产品贸易
600127,乳品
600127,药品
600127,园林
600128,进出口销售
600128,国内销售
600128,工程承包
600129,中成药
600129,西药
600129,中药材
600130,手机及配件
600130,智能设备
600130,软件
600130,技术服务
600131,电力
600132,啤酒
600133,工程建设
600133,科技园区
600133,环保科技
600135,太阳能电池背板
600135,彩色相纸
600135,喷墨打印纸
600135,信息影像材料加工用药液
600135,锂离子电池隔膜
600136,影视产品
600136,体育营销与咨询
600136,体育经纪
600137,针织品内衣
600138,旅行社业务
600138,整合营销业务
600138,景区业务
600138,酒店业务
600139,客车
600139,融资服务
600139,矿产品
600141,化工
600146,服装
600143,化工新材料
600143,材料贸易
600148,汽车零部件
600149,贸易业务
600149,租赁业务
600150,船舶造修
600150,船用柴油机制造
600150,工程机械服务
600151,光伏
600151,汽车零配件
600151,新材料
600152,纺织
600152,能源
600153,冶金原材料
600153,林产品
600153,住宅地产
600155,塑料管型材
600155,证券服务
600156,纺织
600156,贸易
600156,制药机械
600157,电力
600157,煤炭
600158,房地产
600158,工程设计及施工
600158,体育
600159,房地产开发
600159,建筑施工
600160,化工行业
600161,血液制品
600162,商品房
600162,铺及写字楼销售
600162,商贸流通运营
600162,其他
600163,风电
600163,光伏发电
600165,化学原料及化学制品制造
600165,贸易业务
600165,融资租赁
600166,汽车行业
600168,自来水
600168,污水处理
600168,隧道运营
600167,清洁能源业务
600167,广告发布业务
600169,轧锻设备
600169,起重机设备
600169,挖掘焦化设备
600169,火车轮轴及轮对
600169,油膜轴承
600169,铸锻件
600169,齿轮传动机械
600169,煤化工设备
600169,风电设备
600169,成套项目
600170,建筑施工
600170,设计咨询
600170,房产开发
600170,城市建设投资
600170,建材工业
600171,集成电路生产及贸易
600173,房产销售
600173,游戏流水分成
600173,游戏开发
600173,游戏版权金
600173,物业管理
600172,超硬材料
600172,金属粉末
600172,超硬复合材料
600172,超硬刀具
600172,超硬材料制品
600172,建筑机械
600172,工业智能化类
600176,玻纤及制品
600175,石油开采
600175,新能源
600175,金融和准金融
600175,商业贸易与房地产
600177,品牌服装
600177,地产开发
600178,微型汽车发动机
600178,变速器
600178,微型汽车发动机相关零部件
600179,物流服务
600180,煤炭供应链管理业务
600182,轮胎
600183,覆铜板
600183,粘结片
600183,印制线路板
600184,防务产品
600184,光学玻璃
600185,房地产
600186,味精
600186,鸡精
600186,复合肥
600186,面粉
600187,自来水销售
600187,污水处理
600187,工程技术咨询服务
600187,设备销售
600188,煤炭
600188,铁路运输
600188,煤化工
600188,电力
600188,热力
600188,机电装备
600189,木材
600189,定制家居
600189,矿泉水
600189,绿化工程
600189,绿化养护
600189,苗木销售
600190,港口及相关服务
600191,制糖
600191,仓储
600192,大宗物资购销
600192,电工电器
600195,生物制品
600195,兽药
600195,饲料
600195,贸易
600193,建材及家居家电贸易
600193,工程施工
600197,成品白酒
600196,心血管系统疾病治疗领域核心产品
600196,中枢神经系统疾病治疗领域核心产品
600196,血液系统疾病治疗领域核心产品
600196,代谢及消化系统疾病治疗领域核心产品
600196,抗感染疾病治疗领域核心产品
600196,抗肿瘤治疗领域核心产品
600196,原料药和中间体核心产品
600198,集成电路设计
600198,软件与应用
600198,终端设计
600198,移动互联网
600199,酒业
600199,药业
600200,医药
600200,房地产
600200,贵金属
600200,国际贸易
600200,化工
600201,生物制药
600202,高
600202,中
600202,低压空冷器
600202,工业空调
600203,通讯及智慧家电
600203,LED光电及绿能环保
600203,贸易
600206,微电子光电子用薄膜材料
600206,超高纯金属及稀贵金属材料
600206,高端稀土功能材料
600206,红外光学及光纤材料
600206,生物医用材料
600207,天然气
600207,管道运输
600207,光伏玻璃
600208,房地产
600208,商业贸易
600208,海涂开发
600209,装饰工程
600209,建筑设计
600209,酒店经营
600209,网络通信
600210,工业
600210,商业
600210,运输业
600210,服务业
600211,胶囊剂
600211,生物制剂
600211,颗粒剂
600211,涂膜剂
600212,电力
600212,铁路运输
600212,农产品贸易
600213,客车
600215,施工业务
600215,安装业务
600215,物业服务
600215,租赁业务
600215,商品房销售
600216,合成维生素E系列
600216,维生素A系列
600216,天然维生素E系列
600216,盐酸万古霉素系列
600216,替考拉宁系列
600216,社会产品配送
600216,斑蝥黄系列
600217,废弃资源综合利用
600218,内燃机及其配件
600220,精纺呢绒面料
600220,毛纺
600219,铝制品
600222,医药制造
600222,药品药材流通
600222,药品研发服务
600221,客运
600221,货邮及逾重行李
600225,房地产
600225,融资租赁
600225,信息服务
600223,房地产销售
600223,物业管理
600223,酒店
600223,药品
600223,化妆品
600223,保健品
600223,添加剂
600226,网络游戏的研发
600226,代理发行及IP与源代码合作
600226,兽药
600226,饲料添加剂
600226,农药
600226,化学锆
600227,化肥化工业务
600227,医药制药业务
600228,丙烯酰胺
600228,私募基金服务
600229,教材
600229,教辅
600229,一般图书
600229,印刷物资
600229,运输劳务
600229,文化用品
600230,化工
600232,纺织
600232,纺机
600233,快递业务
600233,货代行业
600231,焊接钢管
600231,棒材
600231,中宽热带
600231,连铸钢坯
600231,线材
600231,方钢
600234,租赁业
600236,电力
600235,纸制品
600237,电子元件
600238,酒类
600238,饮料
600238,房地产开发
600238,贸易与供应链
600239,房地产
600239,商业管理
600239,物业服务
600239,酒店运营
600241,服装进出口贸易
600241,房地产开发
600241,林业资源开发
600241,新能源电池制造
600243,工业
600243,服务业
600242,船运业务
600242,疏浚业务
600242,大数据营销业务
600246,房地产开发
600246,房地产销售
600246,商业物业运营
600246,房地产金融
600247,商业地产租赁业务
600247,商品销售业务（内销）
600247,物业管理咨询业务
600249,日化产品
600249,纸浆
600249,纸品
600249,药品
600249,商业贸易
600248,工程承包
600248,物资销售
600248,设备制造
600248,工程设计及咨询服务
600250,纺织品及服装
600250,机电产品
600250,化工原料
600250,金属材料
600251,白砂糖
600251,皮棉
600251,番茄产品
600255,铜基合金材料
600255,辐照特种电缆
600255,影视剧
600252,心脑血管领域用药
600252,妇产科领域用药
600252,骨骼肌肉领域用药
600252,龟苓膏系列
600252,龟苓宝饮料系列
600256,天然气
600256,煤炭
600256,煤化工产品
600257,水产品
600257,白酒
600257,药品
600257,保健品
600258,酒店运营
600258,酒店管理
600258,景区运营
600259,矿产产品
600261,照明电器销售
600260,光缆
600260,光纤
600260,通信电缆
600260,硅芯管
600260,塑料管材
600260,手机主板
600260,手机整机
600260,信息服务及其他
600260,专网通信
600260,房地产
600262,矿用车
600265,木材加工
600265,林化产品贸易
600266,房地产开发
600266,物业管理
600266,租赁
600267,抗肿瘤药
600267,抗感染药
600267,心血管药
600267,抗寄生虫药及兽药
600267,内分泌药
600268,电网自动化产品
600268,电厂自动化产品
600268,水电自动化产品
600268,轨道交通自动化产品
600268,信息与安全技术产品服务
600268,新能源和输变电系统集成业务
600269,高速公路运营
600269,工程业务
600269,成品油
600269,房地产销售
600272,服装类
600272,医药类
600271,金税及企业市场业务
600271,金融电子支付及服务业务
600271,物联网技术及应用业务
600275,农产品
600273,能源
600273,化工
600273,港口业务
600273,光伏发电
600276,医学药品
600277,化工
600277,医药
600277,煤炭
600277,生态生物
600277,清洁能源
600278,自营进出口销售
600278,内销销售
600278,加工补偿销售
600278,代购代销收入
600278,货运
600278,仓储及代理
600278,船舶租赁
600280,百货零售
600280,房地产开发
600281,贸易
600281,贵金属加工
600281,建筑安装业
600282,板材
600282,棒材
600282,线材
600282,带钢
600282,型钢
600282,钢坯
600282,生铁
600283,水供给及处理行业
600285,贴膏剂
600285,片剂
600285,胶囊剂
600285,软膏剂
600284,基础设施项目投资业务
600284,建筑工程施工业务
600284,沥青砼及相关产品生产销售业务
600284,环保业务
600287,服装出口贸易和国内贸易
600287,监控化学品细分品类特许经营
600287,核电用材投标业务
600287,央企供应链境内外联动合作
600288,信息技术及办公自动化
600288,光机电一体化
600288,电视数字网络编辑及播放系统
600288,半导体元器件
600289,信息系统集成
600289,技术服务与技术开发
600289,智能交通系统集成
600289,电子商务销售
600290,高低压配电
600290,风电机组
600290,风电开发
600290,环保
600290,咨询服务
600291,保险业务
600292,脱硫脱硝除尘特许经营
600292,环保工程
600293,玻璃制造加工
600293,移动互联网终端及服务
600297,整车销售
600297,维修服务
600297,佣金代理
600297,汽车租赁
600295,服装
600295,电冶
600299,功能性产品
600299,特种产品
600299,其他产品
600300,工业
600300,商业
600300,储运业
600300,房地产
600301,贸易商品
600303,汽车及零部件
600305,调味品
600306,百货业态
600306,超市业态
600307,钢铁产品
600307,焦化产品
600307,动力产品
600307,物资贸易
600308,纸制品
600308,化工产品
600309,聚氨酯
600309,石化
600309,精细化学品
600310,电力供应
600310,电力生产
600310,油品
600310,电力设计咨询
600311,黄金
600311,白银
600312,输变电设备
600315,美容护肤
600315,个人护理
600315,家居护理
600313,农作物种子
600313,化肥贸易
600313,农药业务
600316,教练机系列
600316,其他航空产品
600316,非航空产品
600317,码头
600317,港口设施服务
600318,水泥
600318,类金融
600319,化工产品
600321,人造板
600321,工程施工
600321,酒店服务
600321,农产品贸易
600320,港口机械
600320,重型装备
600320,钢结构
600320,“建设-移交”项目
600320,船舶运输
600322,房地产开发经营
600322,建筑材料
600322,出租
600322,物业管理
600323,供水业务
600323,排水业务
600323,固废业务
600323,燃气业务
600325,房地产
600326,水泥销售
600326,商混销售
600326,骨料销售
600326,房建工程
600326,公路工程
600326,监理检测
600326,水利工程
600327,百货零售
600327,汽车销售及服务
600327,餐饮与食品
600328,盐
600328,盐化工
600328,药品
600329,中药
600329,西药
600330,专用装备制造及安装
600330,磁性材料制造
600330,电子部品制造及服务
600330,蓝宝石产业
600331,化工业
600331,冶金业
600331,采矿业
600331,物管业务
600331,酒店业务
600331,工程设计服务
600333,燃气
600333,燃气安装
600333,设计
600333,工程监理
600333,厨具销售
600333,供暖
600333,燃油
600333,管件加工
600335,汽车贸易
600335,汽车服务
600335,非汽车贸易
600335,融资租赁
600336,家用电器制造及电动车
600338,铅精矿含铅
600338,锌精矿含锌
600338,铜精矿含铜
600338,精矿含银
600337,家居
600339,油气田地面工程服务
600339,管道与储运工程
600339,炼油与化工工程
600339,环境工程
600339,项目管理
600340,产业园区
600340,房地产开发
600343,泵及泵系统
600343,液力变矩器
600343,智能燃气表
600343,智能数据模块
600343,电机
600343,建筑安装
600343,化工生物
600345,智能交通产品及服务
600345,信息电子配件及材料
600345,通信设备
600346,PTA
600346,聚酯
600348,煤炭
600348,电力
600348,供热
600350,收费路桥业务
600350,房地产业务
600352,特殊化学
600352,基础化学
600352,房产业务
600352,服务业务
600351,医药生产
600351,医药批发
600355,智能控制
600355,商用终端
600355,智能互联
600353,电子管
600353,开关管
600353,成套电器
600356,造纸
600356,纸制品
600358,互联网广告
600358,旅游饮食服务
600358,工商业
600360,半导体分立器件
600359,工业
600359,农业
600359,畜牧业
600359,园林绿化
600361,超市零售
600362,有色金属
600362,铜
600363,线缆
600363,光电器件及应用产品
600363,电脑及软件
600365,果露酒
600365,葡萄酒
